0000017-Berenson1961,"Albertinelli, Mariotto",17,"Albertinelli, Mariotto",17,"Albertinelli, Mariotto"
0002459-Berenson1961,Rosso Fiorentino,2459,2459,Rosso Fiorentino,2459,Rosso Fiorentino
0002460-Berenson1961,Rosso Fiorentino,2460,2460,Rosso Fiorentino,2460,Rosso Fiorentino
0002461-Berenson1961,"San Gallo, Giuliano da",2461,2461,"San Gallo, Giuliano da",2461,"San Gallo, Giuliano da"
0002462-Berenson1961,"San Gallo, Antonio da",2462,2462,"San Gallo, Antonio da",2462,"San Gallo, Antonio da"
0002463-Berenson1961,"San Gallo, Giuliano da",2463,2463,"San Gallo, Giuliano da",2463,"San Gallo, Giuliano da"
0002464-Berenson1961,"San Gallo, Giuliano da",2464,2464,"San Gallo, Giuliano da",2464,"San Gallo, Giuliano da"
0002465-Berenson1961,"San Gallo, Antonio da",2465,2465,"San Gallo, Antonio da",2465,"San Gallo, Antonio da"
0002466-Berenson1961,"San Gallo, Antonio da",2466,2466,"San Gallo, Antonio da",2466,"San Gallo, Antonio da"
0002467-Berenson1961,"San Gallo, Antonio da",2467,2467,"San Gallo, Antonio da",2467,"San Gallo, Antonio da"
0002468-Berenson1961,"San Gallo, Antonio da",2468,2468,"San Gallo, Antonio da",2468,"San Gallo, Antonio da"
0002469-Berenson1961,"San Gallo, Antonio da",2469,2469,"San Gallo, Antonio da",2469,"San Gallo, Antonio da"
0002470-Berenson1961,"San Gallo, Giuliano da",2470,2470,"San Gallo, Giuliano da",2470,"San Gallo, Giuliano da"
0002471-Berenson1961,"San Gallo, Giuliano da",2471,2471,"San Gallo, Giuliano da",2471,"San Gallo, Giuliano da"
002472A-Berenson1961,"San Gallo, Giuliano da",587,"Botticelli, Sandro",587,Botticelli
0002473-Berenson1961,"San Gallo, Antonio da",2473,2473,"San Gallo, Antonio da",2473,"San Gallo, Giuliano da"
0002474-Berenson1961,"San Gallo, Antonio da",2474,2474,"San Gallo, Antonio da",2474,"San Gallo, Giuliano da"
02474A1-Berenson1961,Sebastiano del Piombo,2474 A-1,2474 A,Sebastiano del Piombo,2500,Sebastiano del Piombo
0002475-Berenson1961,Sebastiano del Piombo,2475,2475,Sebastiano del Piombo,2475,Sebastiano del Piombo
0002476-Berenson1961,Sebastiano del Piombo,2476,2476,Sebastiano del Piombo,2476,Sebastiano del Piombo
0002477-Berenson1961,Sebastiano del Piombo,2477,2477,Sebastiano del Piombo,2477,Sebastiano del Piombo
0002478-Berenson1961,Sebastiano del Piombo,2478,2478,Sebastiano del Piombo,2478,Sebastiano del Piombo
0002479-Berenson1961,Sebastiano del Piombo,2479,2479,Sebastiano del Piombo,2479,Sebastiano del Piombo
0002480-Berenson1961,Sebastiano del Piombo,2480,2480,Sebastiano del Piombo,2480,Sebastiano del Piombo
0002481-Berenson1961,Sebastiano del Piombo,2481,2481,Sebastiano del Piombo,2481,Sebastiano del Piombo
0002482-Berenson1961,Sebastiano del Piombo,2482,2482,Sebastiano del Piombo,2482,Sebastiano del Piombo
0002483-Berenson1961,Sebastiano del Piombo,2483,2483,Sebastiano del Piombo,2483,Sebastiano del Piombo
0002484-Berenson1961,Sebastiano del Piombo,2484,2484,Sebastiano del Piombo,2484,Sebastiano del Piombo
0002485-Berenson1961,Sebastiano del Piombo,2485,2485,Sebastiano del Piombo,2485,Sebastiano del Piombo
0002486-Berenson1961,Sebastiano del Piombo,2486,2486,Sebastiano del Piombo,2486,Sebastiano del Piombo
0002487-Berenson1961,Sebastiano del Piombo,2487,2487,Sebastiano del Piombo,2487,Sebastiano del Piombo
0002488-Berenson1961,Sebastiano del Piombo,2488,2488,Sebastiano del Piombo,2488,Sebastiano del Piombo
002490B-Berenson1961,Sebastiano del Piombo,2490 B,2490,Sebastiano del Piombo,2490,Sebastiano del Piombo
002490C-Berenson1961,Sebastiano del Piombo,2490 C,2490 A,Sebastiano del Piombo,1700,Michelangelo
0002491-Berenson1961,Sebastiano del Piombo,2491,2491,Sebastiano del Piombo,2491,Sebastiano del Piombo
0002492-Berenson1961,Sebastiano del Piombo,2492,2492,Sebastiano del Piombo,2492,Sebastiano del Piombo
0002493-Berenson1961,Sebastiano del Piombo,2493,2493,Sebastiano del Piombo,2493,Sebastiano del Piombo
0002494-Berenson1961,Sebastiano del Piombo,2494,2494,Sebastiano del Piombo,2494,Sebastiano del Piombo
0002495-Berenson1961,Sebastiano del Piombo,2495,2495,Sebastiano del Piombo,2495,Sebastiano del Piombo
0002496-Berenson1961,Sebastiano del Piombo,2496,2496,Sebastiano del Piombo,2496,Sebastiano del Piombo
0002497-Berenson1961,Sebastiano del Piombo,2497,2497,Sebastiano del Piombo,2497,Sebastiano del Piombo
0002499-Berenson1961,Sebastiano del Piombo,2499,2499,Sebastiano del Piombo,2499,Sebastiano del Piombo
002500B-Berenson1961,Sebastiano del Piombo,2500 B,2489,Sebastiano del Piombo,2489,Sebastiano del Piombo
0002502-Berenson1961,Sebastiano del Piombo,2502,2502,Sebastiano del Piombo,2502,Sebastiano del Piombo
0002503-Berenson1961,Sebastiano del Piombo,2503,2503,Sebastiano del Piombo,2503,Sebastiano del Piombo
0002504-Berenson1961,,2504,2504,,2504,
0002505-Berenson1961,Sebastiano del Piombo,2505,2505,Sebastiano del Piombo,2505,Sebastiano del Piombo
0002506-Berenson1961,Sebastiano del Piombo,2506,2506,Sebastiano del Piombo,2506,Sebastiano del Piombo
0002507-Berenson1961,"Sellaio, Jacopo del",2507,2507,"Sellaio, Jacopo del",2507,"Sellaio, Jacopo del"
0002508-Berenson1961,"Sellaio, Jacopo del",2508,2508,"Sellaio, Jacopo del",2508,"Sellaio, Jacopo del"
02509B1-Berenson1961,"Signorelli, Luca",2509 B-1,2509 B-1,"Signorelli, Luca",1849,Piero di Cosimo
2509E61-Berenson1961,"Signorelli, Luca",2386,Cosimo Rosselli,2386,Cosimo Rosselli
0002509-Berenson1961,"Sellaio, Jacopo del",2509,2509,"Sellaio, Jacopo del",2509,"Sellaio, Jacopo del"
002509S-Berenson1961,"Sogliani, Giovanni Antonio",2509 S,2509 S,"Sogliani, Giovanni Antonio",2739,"Sogliani, Giovanni Antonio"
0002510-Berenson1961,"Sogliani, Giovanni Antonio",2510,2510,"Sogliani, Giovanni Antonio",2510,"Sogliani, Giovanni Antonio"
0002511-Berenson1961,"Sogliani, Giovanni Antonio",2511,2511,"Sogliani, Giovanni Antonio",2511,"Sogliani, Giovanni Antonio"
0002512-Berenson1961,"Sogliani, Giovanni Antonio",2512,2512,"Sogliani, Giovanni Antonio",2512,"Sogliani, Giovanni Antonio"
0002514-Berenson1961,"Sogliani, Giovanni Antonio",2514,2514,"Sogliani, Giovanni Antonio",2514,"Sogliani, Giovanni Antonio"
0002519-Berenson1961,"Sogliani, Giovanni Antonio",2519,2519,"Sogliani, Giovanni Antonio",2519,"Sogliani, Giovanni Antonio"
0002521-Berenson1961,"Sogliani, Giovanni Antonio",2521,2521,"Sogliani, Giovanni Antonio",2521,"Sogliani, Giovanni Antonio"
0002522-Berenson1961,"Sogliani, Giovanni Antonio",2522,2522,"Sogliani, Giovanni Antonio",2522,"Sogliani, Giovanni Antonio"
0002523-Berenson1961,"Sogliani, Giovanni Antonio",2523,2523,"Sogliani, Giovanni Antonio",2523,"Sogliani, Giovanni Antonio"
0002524-Berenson1961,"Sogliani, Giovanni Antonio",2524,2524,"Sogliani, Giovanni Antonio",2524,"Sogliani, Giovanni Antonio"
0002525-Berenson1961,"Sogliani, Giovanni Antonio",2525,2525,"Sogliani, Giovanni Antonio",2525,"Sogliani, Giovanni Antonio"
0002526-Berenson1961,"Sogliani, Giovanni Antonio",2526,2526,"Sogliani, Giovanni Antonio",2526,"Sogliani, Giovanni Antonio"
0002527-Berenson1961,"Sogliani, Giovanni Antonio",2527,2527,"Sogliani, Giovanni Antonio",2527,"Sogliani, Giovanni Antonio"
0002529-Berenson1961,"Sogliani, Giovanni Antonio",2529,2529,"Sogliani, Giovanni Antonio",2529,"Sogliani, Giovanni Antonio"
0002530-Berenson1961,"Sogliani, Giovanni Antonio",2530,2530,"Sogliani, Giovanni Antonio",2530,"Sogliani, Giovanni Antonio"
0002531-Berenson1961,"Sogliani, Giovanni Antonio",2531,2531,"Sogliani, Giovanni Antonio",2531,"Sogliani, Giovanni Antonio"
0002532-Berenson1961,"Sogliani, Giovanni Antonio",2532,2532,"Sogliani, Giovanni Antonio",2532,"Sogliani, Giovanni Antonio"
0002533-Berenson1961,"Sogliani, Giovanni Antonio",2533,2533,"Sogliani, Giovanni Antonio",2533,"Sogliani, Giovanni Antonio"
0002534-Berenson1961,"Sogliani, Giovanni Antonio",2534,2534,"Sogliani, Giovanni Antonio",2534,"Sogliani, Giovanni Antonio"
0002535-Berenson1961,"Sogliani, Giovanni Antonio",2535,2535,"Sogliani, Giovanni Antonio",2535,"Sogliani, Giovanni Antonio"
0002536-Berenson1961,"Sogliani, Giovanni Antonio",2536,2536,"Sogliani, Giovanni Antonio",2536,"Sogliani, Giovanni Antonio"
0002539-Berenson1961,"Sogliani, Giovanni Antonio",2539,2539,"Sogliani, Giovanni Antonio",2539,"Sogliani, Giovanni Antonio"
0002540-Berenson1961,"Sogliani, Giovanni Antonio",2540,2540,"Sogliani, Giovanni Antonio",2540,"Sogliani, Giovanni Antonio"
0002541-Berenson1961,"Sogliani, Giovanni Antonio",2541,2541,"Sogliani, Giovanni Antonio",2541,"Sogliani, Giovanni Antonio"
0002542-Berenson1961,"Sogliani, Giovanni Antonio",2542,2542,"Sogliani, Giovanni Antonio",2542,"Sogliani, Giovanni Antonio"
002543A-Berenson1961,"Sogliani, Giovanni Antonio",2543 A,2543 A,"Sogliani, Giovanni Antonio",2515,"Sogliani, Giovanni Antonio"
0002543-Berenson1961,"Sogliani, Giovanni Antonio",2543,2543,"Sogliani, Giovanni Antonio",2543,"Sogliani, Giovanni Antonio"
0002544-Berenson1961,"Sogliani, Giovanni Antonio",2544,2544,"Sogliani, Giovanni Antonio",2544,"Sogliani, Giovanni Antonio"
002545A-Berenson1961,"Sogliani, Giovanni Antonio",2545 A,2545 A,"Sogliani, Giovanni Antonio",2516 / 223,"Sogliani, Giovanni Antonio"
0002545-Berenson1961,"Sogliani, Giovanni Antonio",2545,2545,"Sogliani, Giovanni Antonio",2545,"Sogliani, Giovanni Antonio"
002545B-Berenson1961,"Sogliani, Giovanni Antonio",2545 B,2545 B,"Sogliani, Giovanni Antonio",2517,"Sogliani, Giovanni Antonio"
002545C-Berenson1961,"Sogliani, Giovanni Antonio",2545 C,2545 C,"Sogliani, Giovanni Antonio",2545 A,"Sogliani, Giovanni Antonio"
0002547-Berenson1961,"Sogliani, Giovanni Antonio",2547,2547,"Sogliani, Giovanni Antonio",2547,"Sogliani, Giovanni Antonio"
0002548-Berenson1961,"Sogliani, Giovanni Antonio",2548,2548,"Sogliani, Giovanni Antonio",2548,"Sogliani, Giovanni Antonio"
002548A-Berenson1961,"Sogliani, Giovanni Antonio",2548 A,2548 A,"Sogliani, Giovanni Antonio",2518,"Sogliani, Giovanni Antonio"
0002549-Berenson1961,"Sogliani, Giovanni Antonio",2549,2549,"Sogliani, Giovanni Antonio",2549,"Sogliani, Giovanni Antonio"
0002550-Berenson1961,"Sogliani, Giovanni Antonio",2550,2550,"Sogliani, Giovanni Antonio",2550,"Sogliani, Giovanni Antonio"
0002551-Berenson1961,"Sogliani, Giovanni Antonio",2551,2551,"Sogliani, Giovanni Antonio",2551,"Sogliani, Giovanni Antonio"
002551A-Berenson1961,"Sogliani, Giovanni Antonio",2551 A,2551 A,"Sogliani, Giovanni Antonio",2520,"Sogliani, Giovanni Antonio"
0002552-Berenson1961,"Sogliani, Giovanni Antonio",2552,2552,"Sogliani, Giovanni Antonio",2552,"Sogliani, Giovanni Antonio"
0002553-Berenson1961,"Sogliani, Giovanni Antonio",2553,2553,"Sogliani, Giovanni Antonio",2553,"Sogliani, Giovanni Antonio"
0002554-Berenson1961,"Sogliani, Giovanni Antonio",2554,2554,"Sogliani, Giovanni Antonio",2554,"Sogliani, Giovanni Antonio"
0002555-Berenson1961,"Sogliani, Giovanni Antonio",2555,2555,"Sogliani, Giovanni Antonio",2555,"Sogliani, Giovanni Antonio"
0002556-Berenson1961,"Sogliani, Giovanni Antonio",2556,2556,"Sogliani, Giovanni Antonio",2556,"Sogliani, Giovanni Antonio"
0002557-Berenson1961,"Sogliani, Giovanni Antonio",2557,2557,"Sogliani, Giovanni Antonio",2557,"Sogliani, Giovanni Antonio"
0002558-Berenson1961,"Sogliani, Giovanni Antonio",2558,2558,"Sogliani, Giovanni Antonio",2558,"Sogliani, Giovanni Antonio"
0002559-Berenson1961,"Sogliani, Giovanni Antonio",2559,2559,"Sogliani, Giovanni Antonio",2559,"Sogliani, Giovanni Antonio"
0002560-Berenson1961,"Sogliani, Giovanni Antonio",2560,2560,"Sogliani, Giovanni Antonio",2560,"Sogliani, Giovanni Antonio"
0002561-Berenson1961,"Sogliani, Giovanni Antonio",2561,2561,"Sogliani, Giovanni Antonio",2561,"Sogliani, Giovanni Antonio"
0002562-Berenson1961,"Sogliani, Giovanni Antonio",2562,2562,"Sogliani, Giovanni Antonio",2562,"Sogliani, Giovanni Antonio"
0002563-Berenson1961,"Sogliani, Giovanni Antonio",2563,2563,"Sogliani, Giovanni Antonio",2563,"Sogliani, Giovanni Antonio"
002564A-Berenson1961,"Sogliani, Giovanni Antonio",2564 A,2564 A,"Sogliani, Giovanni Antonio",2537,"Sogliani, Giovanni Antonio"
002564B-Berenson1961,"Sogliani, Giovanni Antonio",2564 B,2564 B,"Sogliani, Giovanni Antonio",2538,"Sogliani, Giovanni Antonio"
0002565-Berenson1961,"Sogliani, Giovanni Antonio",2565,2565,"Sogliani, Giovanni Antonio",2565,"Sogliani, Giovanni Antonio"
0002566-Berenson1961,"Sogliani, Giovanni Antonio",2566,2566,"Sogliani, Giovanni Antonio",2566,"Sogliani, Giovanni Antonio"
0002567-Berenson1961,"Sogliani, Giovanni Antonio",2567,2567,"Sogliani, Giovanni Antonio",2567,"Sogliani, Giovanni Antonio"
0002568-Berenson1961,"Sogliani, Giovanni Antonio",2568,2568,"Sogliani, Giovanni Antonio",2568,"Sogliani, Giovanni Antonio"
0002569-Berenson1961,"Sogliani, Giovanni Antonio",2569,2569,"Sogliani, Giovanni Antonio",2569,"Sogliani, Giovanni Antonio"
0002570-Berenson1961,"Sogliani, Giovanni Antonio",2570,2570,"Sogliani, Giovanni Antonio",2570,"Sogliani, Giovanni Antonio"
0002571-Berenson1961,"Sogliani, Giovanni Antonio",2571,2571,"Sogliani, Giovanni Antonio",2571,"Sogliani, Giovanni Antonio"
0002572-Berenson1961,"Sogliani, Giovanni Antonio",2572,2572,"Sogliani, Giovanni Antonio",2572,"Sogliani, Giovanni Antonio"
0002573-Berenson1961,"Sogliani, Giovanni Antonio",2573,2573,"Sogliani, Giovanni Antonio",2573,"Sogliani, Giovanni Antonio"
0002574-Berenson1961,"Sogliani, Giovanni Antonio",2574,2574,"Sogliani, Giovanni Antonio",2574,"Sogliani, Giovanni Antonio"
0002575-Berenson1961,"Sogliani, Giovanni Antonio",2575,2575,"Sogliani, Giovanni Antonio",2575,"Sogliani, Giovanni Antonio"
0002576-Berenson1961,"Sogliani, Giovanni Antonio",2576,2576,"Sogliani, Giovanni Antonio",2576,"Sogliani, Giovanni Antonio"
0002577-Berenson1961,"Sogliani, Giovanni Antonio",2577,2577,"Sogliani, Giovanni Antonio",2577,"Sogliani, Giovanni Antonio"
0002578-Berenson1961,"Sogliani, Giovanni Antonio",2578,2578,"Sogliani, Giovanni Antonio",2578,"Sogliani, Giovanni Antonio"
0002579-Berenson1961,"Sogliani, Giovanni Antonio",2579,2579,"Sogliani, Giovanni Antonio",2579,"Sogliani, Giovanni Antonio"
0002580-Berenson1961,"Sogliani, Giovanni Antonio",2580,2580,"Sogliani, Giovanni Antonio",2580,"Sogliani, Giovanni Antonio"
0002581-Berenson1961,"Sogliani, Giovanni Antonio",2581,2581,"Sogliani, Giovanni Antonio",2581,"Sogliani, Giovanni Antonio"
0002582-Berenson1961,"Sogliani, Giovanni Antonio",2582,2582,"Sogliani, Giovanni Antonio",2582,"Sogliani, Giovanni Antonio"
0002583-Berenson1961,"Sogliani, Giovanni Antonio",2583,2583,"Sogliani, Giovanni Antonio",2583,"Sogliani, Giovanni Antonio"
0002584-Berenson1961,"Sogliani, Giovanni Antonio",2584,2584,"Sogliani, Giovanni Antonio",2584,"Sogliani, Giovanni Antonio"
0002585-Berenson1961,"Sogliani, Giovanni Antonio",2585,2585,"Sogliani, Giovanni Antonio",2585,"Sogliani, Giovanni Antonio"
0002586-Berenson1961,"Sogliani, Giovanni Antonio",2586,2586,"Sogliani, Giovanni Antonio",2586,"Sogliani, Giovanni Antonio"
0002587-Berenson1961,"Sogliani, Giovanni Antonio",2587,2587,"Sogliani, Giovanni Antonio",2587,"Sogliani, Giovanni Antonio"
0002588-Berenson1961,"Sogliani, Giovanni Antonio",2588,2588,"Sogliani, Giovanni Antonio",2588,"Sogliani, Giovanni Antonio"
0002589-Berenson1961,"Sogliani, Giovanni Antonio",2589,2589,"Sogliani, Giovanni Antonio",2589,"Sogliani, Giovanni Antonio"
0002590-Berenson1961,"Sogliani, Giovanni Antonio",2590,2590,"Sogliani, Giovanni Antonio",2590,"Sogliani, Giovanni Antonio"
0002591-Berenson1961,"Sogliani, Giovanni Antonio",2591,2591,"Sogliani, Giovanni Antonio",2591,"Sogliani, Giovanni Antonio"
0002592-Berenson1961,"Sogliani, Giovanni Antonio",2592,2592,"Sogliani, Giovanni Antonio",2592,"Sogliani, Giovanni Antonio"
0002593-Berenson1961,"Sogliani, Giovanni Antonio",2593,2593,"Sogliani, Giovanni Antonio",2593,"Sogliani, Giovanni Antonio"
0002594-Berenson1961,"Sogliani, Giovanni Antonio",2594,2594,"Sogliani, Giovanni Antonio",2594,"Sogliani, Giovanni Antonio"
0002595-Berenson1961,"Sogliani, Giovanni Antonio",2595,2595,"Sogliani, Giovanni Antonio",2595,"Sogliani, Giovanni Antonio"
0002596-Berenson1961,"Sogliani, Giovanni Antonio",2596,2596,"Sogliani, Giovanni Antonio",2596,"Sogliani, Giovanni Antonio"
002596A-Berenson1961,"Sogliani, Giovanni Antonio",2596 A,2596 A,"Sogliani, Giovanni Antonio",2596 A,"Sogliani, Giovanni Antonio"
0002597-Berenson1961,"Sogliani, Giovanni Antonio",2597,2597,"Sogliani, Giovanni Antonio",2597,"Sogliani, Giovanni Antonio"
0002598-Berenson1961,"Sogliani, Giovanni Antonio",2598,2598,"Sogliani, Giovanni Antonio",2598,"Sogliani, Giovanni Antonio"
0002599-Berenson1961,"Sogliani, Giovanni Antonio",2599,2599,"Sogliani, Giovanni Antonio",2599,"Sogliani, Giovanni Antonio"
0002600-Berenson1961,"Sogliani, Giovanni Antonio",2600,2600,"Sogliani, Giovanni Antonio",2600,"Sogliani, Giovanni Antonio"
0002601-Berenson1961,"Sogliani, Giovanni Antonio",2601,2601,"Sogliani, Giovanni Antonio",2601,"Sogliani, Giovanni Antonio"
0002602-Berenson1961,"Sogliani, Giovanni Antonio",2602,2602,"Sogliani, Giovanni Antonio",2602,"Sogliani, Giovanni Antonio"
0002603-Berenson1961,"Sogliani, Giovanni Antonio",2603,2603,"Sogliani, Giovanni Antonio",2603,"Sogliani, Giovanni Antonio"
0002604-Berenson1961,"Sogliani, Giovanni Antonio",2604,2604,"Sogliani, Giovanni Antonio",2604,"Sogliani, Giovanni Antonio"
0002605-Berenson1961,"Sogliani, Giovanni Antonio",2605,2605,"Sogliani, Giovanni Antonio",2605,"Sogliani, Giovanni Antonio"
0002606-Berenson1961,"Sogliani, Giovanni Antonio",2606,2606,"Sogliani, Giovanni Antonio",2606,"Sogliani, Giovanni Antonio"
0002607-Berenson1961,"Sogliani, Giovanni Antonio",2607,2607,"Sogliani, Giovanni Antonio",2607,"Sogliani, Giovanni Antonio"
0002608-Berenson1961,"Sogliani, Giovanni Antonio",2608,2608,"Sogliani, Giovanni Antonio",2608,"Sogliani, Giovanni Antonio"
0002609-Berenson1961,"Sogliani, Giovanni Antonio",2609,2609,"Sogliani, Giovanni Antonio",2609,"Sogliani, Giovanni Antonio"
0002610-Berenson1961,"Sogliani, Giovanni Antonio",2610,2610,"Sogliani, Giovanni Antonio",2610,"Sogliani, Giovanni Antonio"
0002611-Berenson1961,"Sogliani, Giovanni Antonio",2611,2611,"Sogliani, Giovanni Antonio",2611,"Sogliani, Giovanni Antonio"
0002612-Berenson1961,"Sogliani, Giovanni Antonio",2612,2612,"Sogliani, Giovanni Antonio",2612,"Sogliani, Giovanni Antonio"
0002613-Berenson1961,"Sogliani, Giovanni Antonio",2613,2613,"Sogliani, Giovanni Antonio",2613,"Sogliani, Giovanni Antonio"
0002614-Berenson1961,"Sogliani, Giovanni Antonio",2614,2614,"Sogliani, Giovanni Antonio",2614,"Sogliani, Giovanni Antonio"
0002615-Berenson1961,"Sogliani, Giovanni Antonio",2615,2615,"Sogliani, Giovanni Antonio",2615,"Sogliani, Giovanni Antonio"
0002616-Berenson1961,"Sogliani, Giovanni Antonio",2616,2616,"Sogliani, Giovanni Antonio",2616,"Sogliani, Giovanni Antonio"
0002617-Berenson1961,"Sogliani, Giovanni Antonio",2617,2617,"Sogliani, Giovanni Antonio",2617,"Sogliani, Giovanni Antonio"
0002618-Berenson1961,"Sogliani, Giovanni Antonio",2618,2618,"Sogliani, Giovanni Antonio",2618,"Sogliani, Giovanni Antonio"
0002619-Berenson1961,"Sogliani, Giovanni Antonio",2619,2619,"Sogliani, Giovanni Antonio",2619,"Sogliani, Giovanni Antonio"
0002620-Berenson1961,"Sogliani, Giovanni Antonio",2620,2620,"Sogliani, Giovanni Antonio",2620,"Sogliani, Giovanni Antonio"
0002621-Berenson1961,"Sogliani, Giovanni Antonio",2621,2621,"Sogliani, Giovanni Antonio",2621,"Sogliani, Giovanni Antonio"
0002622-Berenson1961,"Sogliani, Giovanni Antonio",2622,2622,"Sogliani, Giovanni Antonio",2622,"Sogliani, Giovanni Antonio"
0002623-Berenson1961,"Sogliani, Giovanni Antonio",2623,2623,"Sogliani, Giovanni Antonio",2623,"Sogliani, Giovanni Antonio"
0002624-Berenson1961,"Sogliani, Giovanni Antonio",2624,2624,"Sogliani, Giovanni Antonio",2624,"Sogliani, Giovanni Antonio"
0002625-Berenson1961,"Sogliani, Giovanni Antonio",2625,2625,"Sogliani, Giovanni Antonio",2625,"Sogliani, Giovanni Antonio"
0002626-Berenson1961,"Sogliani, Giovanni Antonio",2626,2626,"Sogliani, Giovanni Antonio",2626,"Sogliani, Giovanni Antonio"
0002627-Berenson1961,"Sogliani, Giovanni Antonio",2627,2627,"Sogliani, Giovanni Antonio",2627,"Sogliani, Giovanni Antonio"
0002628-Berenson1961,"Sogliani, Giovanni Antonio",2628,2628,"Sogliani, Giovanni Antonio",2628,"Sogliani, Giovanni Antonio"
0002629-Berenson1961,"Sogliani, Giovanni Antonio",2629,2629,"Sogliani, Giovanni Antonio",2629,"Sogliani, Giovanni Antonio"
0002630-Berenson1961,"Sogliani, Giovanni Antonio",2630,2630,"Sogliani, Giovanni Antonio",2630,"Sogliani, Giovanni Antonio"
0002631-Berenson1961,"Sogliani, Giovanni Antonio",2631,2631,"Sogliani, Giovanni Antonio",2631,"Sogliani, Giovanni Antonio"
0002632-Berenson1961,"Sogliani, Giovanni Antonio",2632,2632,"Sogliani, Giovanni Antonio",2632,"Sogliani, Giovanni Antonio"
0002633-Berenson1961,"Sogliani, Giovanni Antonio",2633,2633,"Sogliani, Giovanni Antonio",2633,"Sogliani, Giovanni Antonio"
0002634-Berenson1961,"Sogliani, Giovanni Antonio",2634,2634,"Sogliani, Giovanni Antonio",2634,"Sogliani, Giovanni Antonio"
0002635-Berenson1961,"Sogliani, Giovanni Antonio",2635,2635,"Sogliani, Giovanni Antonio",2635,"Sogliani, Giovanni Antonio"
0002636-Berenson1961,"Sogliani, Giovanni Antonio",2636,2636,"Sogliani, Giovanni Antonio",2636,"Sogliani, Giovanni Antonio"
0002637-Berenson1961,"Sogliani, Giovanni Antonio",2637,2637,"Sogliani, Giovanni Antonio",2637,"Sogliani, Giovanni Antonio"
0002638-Berenson1961,"Sogliani, Giovanni Antonio",2638,2638,"Sogliani, Giovanni Antonio",2638,"Sogliani, Giovanni Antonio"
